order_id,order_date,customer_Name,city,region,product,category,quantity,unit_Price,discount_Percent,total_sales,profit,payment_method,sales_channel,sales_rep
ORD00045,13-02-2025,Bailey Wilcox,Salt Lake City,East,Mouse,Accessories,5,1488,20,5952,596.1,Credit Card,Online,Sara Brown
ORD00046,09-02-2024,Andrew Flores DDS,Birmingham,West,Printer,Office Equipment,3,2428,10,6555.6,2352,UPI,Retail Store,Kyle Torres
ORD00047,29-01-2025,Andrea Barker,Boise,South,Smartphone,Electronics,10,2144,0,21440,4826.7,UPI,Online,Ronald Mayo
ORD00048,04-12-2025,Matthew Patel,Spokane,South,Smartphone,Electronics,1,2179,20,1743.2,152.84,UPI,Retail Store,Joseph Pope
ORD00049,03-11-2024,Robert Ford,Tampa,West,Mouse,Accessories,6,1335,0,8010,2589,UPI,Retail Store,Gloria Crawford
ORD00050,06-03-2025,Edwin George,Boise,West,Printer,Office Equipment,9,571,5,4882.05,1201.32,Debit Card,Retail Store,Daniel Cook
ORD00051,20-10-2024,Zachary Fowler,Grand Rapids,East,Smartphone,Electronics,9,51,10,413.1,136.53,Net Banking,Retail Store,Lindsey Sanchez
ORD00052,22-06-2024,Wendy Lee,Fresno,East,Headphones,Accessories,4,2143,15,7286.2,1159.68,Cash,Retail Store,Vanessa Davenport
ORD00053,22-07-2024,Andrew Clark,Oakland,North,Mouse,Accessories,4,1321,5,5019.8,1918.96,Debit Card,Retail Store,Laura Bradley
ORD00054,06-10-2025,Isabel Joseph,Boise,West,Smartwatch,Wearables,2,1915,15,3255.5,597.8,Net Banking,Retail Store,Kristen Thompson
ORD00055,11-03-2025,Christy Bryant,Oklahoma City,West,Monitor,Electronics,3,72,0,216,85.38,Credit Card,Online,Jason Cobb
ORD00056,14-11-2025,Donald Blanchard,Phoenix,East,Mouse,Accessories,8,596,15,4052.8,797.28,Net Banking,Retail Store,Philip Kelly
ORD00057,05-04-2025,Christopher Sullivan,Tulsa,South,Camera,Electronics,8,701,15,4766.8,1319.04,UPI,Retail Store,Julia King
ORD00058,31-12-2025,Crystal Stone,Louisville,East,Monitor,Electronics,5,1851,0,9255,3503.65,UPI,Retail Store,Alexis Spears
ORD00059,24-08-2024,Tami Petty,Providence,South,Camera,Electronics,2,616,5,1170.4,374.82,Debit Card,Online,Emily Martin
ORD00060,22-04-2025,Michael Vazquez,Detroit,South,Smartphone,Electronics,7,1405,20,7868,1436.47,Net Banking,Retail Store,Christina Gutierrez
ORD00061,03-05-2025,Kelsey Elliott,Little Rock,East,Smartwatch,Wearables,1,2408,15,2046.8,718.85,UPI,Retail Store,Jonathan Elliott
ORD00062,13-08-2024,Leah Ferguson,Savannah,East,Smartphone,Electronics,9,2286,20,16459.2,2632.32,Net Banking,Retail Store,Melissa Ramos
ORD00063,18-06-2024,Raymond Wilkins,Toledo,South,Laptop,Electronics,7,1426,15,8484.7,897.12,Cash,Online,Dustin Johnson
ORD00064,26-03-2024,Michael Ramirez,Baton Rouge,South,Smartphone,Electronics,10,2361,0,23610,6830.7,Net Banking,Online,Christopher Miller
ORD00065,04-08-2024,Dennis Herrera,Charleston,East,Laptop,Electronics,5,1602,10,7209,1892.95,Net Banking,Retail Store,Cameron Park
ORD00066,20-01-2024,Stacie Reyes,Long Beach,North,Smartphone,Electronics,5,385,15,1636.25,217.05,UPI,Online,Ashley Giles
ORD00067,23-07-2024,Tiffany Rowe,Akron,South,Mouse,Accessories,1,177,5,168.15,33.66,Debit Card,Online,Nathaniel Jones
ORD00068,21-04-2025,Michael Knapp,New York,East,Headphones,Accessories,2,2360,5,4484,1062.64,Debit Card,Online,Sandra Higgins
ORD00069,27-01-2024,Joel Mitchell,Honolulu,West,Keyboard,Accessories,5,492,20,1968,43.75,Net Banking,Online,Richard Smith
ORD00070,14-12-2025,Michael Reynolds,Albuquerque,North,Mouse,Accessories,10,1044,0,10440,2681.8,Cash,Online,Benjamin Reilly
ORD00071,11-03-2024,Barry Martinez,Reno,East,Tablet,Electronics,9,1804,10,14612.4,3628.89,Credit Card,Retail Store,Rebecca Collins
ORD00072,12-10-2025,Jeffrey Sanders,Boston,West,Headphones,Accessories,2,1825,10,3285,463.94,Debit Card,Retail Store,Jack Sawyer
ORD00073,05-07-2025,Michael Jenkins,Mobile,West,Keyboard,Accessories,9,1156,20,8323.2,586.17,Net Banking,Retail Store,Matthew Cook
ORD00074,06-04-2025,Shannon Mitchell,Los Angeles,West,Tablet,Electronics,4,404,10,1454.4,467.08,Cash,Retail Store,Samuel Brown
ORD00075,05-07-2024,Mr. Christopher Ewing,Philadelphia,East,Tablet,Electronics,1,2074,10,1866.6,473.11,UPI,Retail Store,Paul Cabrera
ORD00076,11-01-2024,Angelica Perez,Austin,South,Printer,Office Equipment,10,1181,20,9448,1427.2,Credit Card,Online,Edward Welch
ORD00077,08-12-2025,Holly Simmons,Jackson,West,Smartphone,Electronics,8,2324,5,17662.4,5223.92,Net Banking,Online,Spencer Cox
ORD00078,09-12-2025,Zachary Mason,Sacramento,East,Mouse,Accessories,5,957,15,4067.25,1144.45,Net Banking,Retail Store,Brian Mercer
ORD00079,20-12-2025,Stephanie Rasmussen,Knoxville,East,Smartphone,Electronics,9,1404,10,11372.4,2989.26,UPI,Online,Paul Hays
ORD00080,02-07-2025,Susan Hernandez,San Diego,South,Mouse,Accessories,4,1342,0,5368,1139.52,Debit Card,Online,Rachel Oneill
ORD00081,03-09-2025,Tiffany Mckay,Green Bay,North,Headphones,Accessories,5,2464,20,9856,2208.35,Debit Card,Retail Store,Katherine Andrews
ORD00082,15-01-2024,Katherine Hansen,Dallas,South,Monitor,Electronics,6,784,10,4233.6,813.78,UPI,Online,Monique Conner
ORD00083,15-10-2025,Paul Beard,San Francisco,West,Laptop,Electronics,9,1246,5,10653.3,2050.83,Credit Card,Online,Arthur Pierce
ORD00084,27-03-2025,Jessica Hall,San Jose,North,Smartwatch,Wearables,5,1972,15,8381,2118.15,UPI,Retail Store,Michael Jones
ORD00085,16-03-2024,Mrs. Kayla Foster,Chattanooga,North,Mouse,Accessories,2,1691,15,2874.7,526.72,Debit Card,Online,Brittany Harris
ORD00086,01-05-2024,Christine Thomas,Sacramento,West,Smartwatch,Wearables,5,398,5,1890.5,518.35,Cash,Online,Rebecca Saunders
ORD00087,31-10-2024,Marissa Stafford,Baltimore,West,Camera,Electronics,7,1895,15,11275.25,1127,UPI,Online,John Mills
ORD00088,27-09-2024,Brian Luna,Miami,South,Smartwatch,Wearables,2,901,5,1711.9,423.28,Debit Card,Online,Susan King
ORD00089,22-02-2025,Melissa Shepherd,Seattle,West,Camera,Electronics,2,691,0,1382,466.26,UPI,Online,Angela Jacobs
ORD00090,13-03-2024,Karen Adams,Fargo,East,Monitor,Electronics,5,1208,15,5134,774.05,Cash,Online,Marcus Vargas
ORD00091,25-10-2025,Bruce Blackburn,Chicago,East,Smartphone,Electronics,2,2280,5,4332,1654.16,Debit Card,Online,Joseph Johnson
ORD00092,05-08-2025,James Gibson,Portland,West,Laptop,Electronics,3,1309,20,3141.6,77.37,Credit Card,Retail Store,James Boyd
ORD00093,06-07-2025,Mark Matthews,Corpus Christi,North,Printer,Office Equipment,7,1165,20,6524,1032.01,Cash,Online,Melvin Molina
ORD00094,03-04-2024,David Morales,Atlanta,North,Smartphone,Electronics,6,1075,0,6450,2533.38,UPI,Online,Adam Mays
ORD00095,11-10-2024,Julie Erickson,Las Vegas,West,Keyboard,Accessories,8,2175,15,14790,4430.56,Net Banking,Online,Amy Medina
ORD00096,24-11-2024,Kelly Swanson,Detroit,South,Headphones,Accessories,6,1722,10,9298.8,1885.26,UPI,Retail Store,Alexis Lynch
ORD00097,07-02-2024,Victor Johnson,Minneapolis,East,Headphones,Accessories,5,1690,20,6760,1151.7,UPI,Retail Store,Joseph Hawkins
ORD00098,04-11-2025,Ryan Morrison,Lubbock,West,Mouse,Accessories,7,2157,0,15099,3512.88,Net Banking,Online,Dr. John Vega
ORD00099,25-05-2025,Earl Stark,Phoenix,North,Monitor,Electronics,9,1531,20,11023.2,1290.33,Debit Card,Retail Store,Melissa Morris
ORD00100,16-12-2025,Gina Gross,Houston,North,Camera,Electronics,3,1229,15,3133.95,659.31,Cash,Online,Cathy Bird
ORD00101,19-07-2025,Christina Welch,Orlando,South,Keyboard,Accessories,5,2306,0,11530,4012.45,Credit Card,Retail Store,Donald Moran
ORD00102,05-06-2025,Jack Humphrey,Tucson,West,Mouse,Accessories,3,2091,10,5645.7,1089.3,Net Banking,Retail Store,Melissa Duran
ORD00103,27-01-2025,Dawn Meyer,Denver,South,Monitor,Electronics,8,2307,5,17533.2,6502.96,Credit Card,Retail Store,Jared Thompson
ORD00104,03-01-2024,Bethany Johnson,Honolulu,East,Smartphone,Electronics,6,2129,10,11496.6,3567.66,Cash,Retail Store,Alyssa Hopkins
ORD00105,19-12-2024,Linda Johnson,Austin,West,Keyboard,Accessories,8,2256,15,15340.8,3914.4,Net Banking,Retail Store,Kim Boyer
ORD00106,27-08-2024,John Vaughan,Milwaukee,West,Monitor,Electronics,4,2392,15,8132.8,822.8,Credit Card,Retail Store,Stephanie Martin
ORD00107,22-05-2025,Caroline Duncan MD,Omaha,South,Headphones,Accessories,7,1631,5,10846.15,1812.93,Cash,Retail Store,David Monroe
ORD00108,12-04-2025,Teresa Duncan,Cleveland,South,Mouse,Accessories,8,458,20,2931.2,901.92,Net Banking,Online,James Moore
ORD00109,30-09-2025,William Schultz,Salt Lake City,North,Mouse,Accessories,8,1135,10,8172,1605.6,UPI,Retail Store,Daniel Thompson
ORD00110,24-09-2025,Michael Johnson,San Antonio,East,Tablet,Electronics,8,2266,0,18128,7847.52,Debit Card,Online,Lori Donaldson
ORD00111,19-06-2024,Allen Wong,Boise,North,Smartphone,Electronics,2,461,15,783.7,116.64,Credit Card,Retail Store,Ms. Amber Haynes
ORD00112,17-03-2025,Michael Saunders,Spokane,West,Laptop,Electronics,5,1518,10,6831,2380.3,Cash,Online,Joshua Rodgers
ORD00113,26-01-2025,Bradley Horton,San Diego,South,Keyboard,Accessories,3,373,20,895.2,106.38,Net Banking,Online,Gary Bauer
ORD00114,18-09-2024,Denise Wilson,Columbus,West,Monitor,Electronics,8,1090,15,7412,1162.32,UPI,Online,Justin Rhodes
ORD00115,02-11-2024,Neil Hoover,Richmond,West,Mouse,Accessories,8,1465,20,9376,1057.92,UPI,Retail Store,Rachel Rice
ORD00116,19-04-2024,Steven Lee,Fort Worth,East,Printer,Office Equipment,4,1625,15,5525,1564.56,Cash,Retail Store,Abigail Huang
ORD00117,09-01-2024,Nathaniel Wallace,Jacksonville,North,Printer,Office Equipment,1,1671,10,1503.9,348.43,Cash,Retail Store,Daniel Barry
ORD00118,13-10-2025,Melissa Farmer,Fresno,East,Printer,Office Equipment,4,1493,5,5673.4,2104.92,Debit Card,Online,Robert King
ORD00119,16-08-2025,Aaron Elliott,Indianapolis,South,Laptop,Electronics,5,1855,0,9275,3327.75,Credit Card,Retail Store,Francis Hill
ORD00120,15-05-2024,James Cunningham,Tampa,East,Tablet,Electronics,7,769,5,5113.85,1094.73,Cash,Retail Store,Jonathan Bradshaw
ORD00121,12-12-2024,Edward Lee,Baton Rouge,West,Keyboard,Accessories,5,2023,10,9103.5,1506.55,Credit Card,Online,Katherine Johnson
ORD00122,02-04-2024,Sara Leon,Oakland,North,Monitor,Electronics,7,2332,10,14691.6,2486.61,UPI,Online,Cathy Smith
ORD00123,25-01-2025,Cassandra Contreras,Long Beach,East,Headphones,Accessories,6,1123,20,5390.4,299.16,Credit Card,Online,Isaac Lambert
ORD00124,16-09-2025,Monique Foster,San Jose,North,Headphones,Accessories,1,2349,10,2114.1,692.15,Net Banking,Retail Store,David White
ORD00125,08-02-2024,Karen Rogers,San Diego,West,Smartphone,Electronics,2,622,0,1244,465.14,Credit Card,Online,Miguel Sanders
ORD00126,09-04-2025,Tracy Thompson,Honolulu,West,Monitor,Electronics,9,605,15,4628.25,1128.42,Cash,Online,Daniel Beck
ORD00127,21-02-2025,Jessica Miller,Fresno,East,Smartphone,Electronics,2,2054,20,3286.4,62.6,Credit Card,Retail Store,Mark Soto
ORD00128,06-01-2025,Tina Mills,St. Louis,East,Monitor,Electronics,8,1871,5,14219.6,5615.44,Cash,Retail Store,Jerry Gonzales
ORD00129,05-05-2024,Terry Jackson,Kansas City,West,Laptop,Electronics,7,1180,5,7847,1344.28,Credit Card,Online,Joseph Marshall
ORD00130,06-09-2024,James Pennington,Madison,South,Smartwatch,Wearables,1,257,10,231.3,26.42,Credit Card,Online,Nicole Jones
ORD00131,31-05-2024,Mary Martinez,Omaha,North,Smartwatch,Wearables,4,1004,10,3614.4,613.8,UPI,Online,Julie Wilson
ORD00132,22-04-2024,Leonard Nguyen,Reno,North,Keyboard,Accessories,9,1076,5,9199.8,2273.22,Debit Card,Online,Kristen Brown
ORD00133,17-01-2024,Mrs. Colleen Snow,Grand Rapids,North,Tablet,Electronics,4,2461,10,8859.6,3016.6,Debit Card,Retail Store,Robert Cardenas
ORD00134,04-04-2025,William Smith,Seattle,North,Camera,Electronics,2,310,15,527,65.4,Net Banking,Online,Jose Mccoy
ORD00135,14-04-2025,William Moore,Nashville,North,Smartwatch,Wearables,1,2185,10,1966.5,413.33,Credit Card,Retail Store,Evelyn Reyes DVM
ORD00136,30-12-2025,Samantha Jimenez,Toledo,North,Smartphone,Electronics,7,492,15,2927.4,249.97,Credit Card,Retail Store,Jacqueline Bryan
ORD00137,08-10-2024,Daniel Simon,Akron,East,Smartwatch,Wearables,3,319,5,909.15,233.43,Net Banking,Retail Store,Melissa King
ORD00138,19-12-2025,Emily Kim,Austin,South,Headphones,Accessories,9,1812,0,16308,6872.13,Net Banking,Retail Store,Aaron Alexander
ORD00139,12-02-2025,Jo Howard,Dayton,North,Monitor,Electronics,7,1438,15,8556.1,1972.95,UPI,Retail Store,Michael Pena
ORD00140,04-12-2025,Claudia Johnson,Hartford,North,Tablet,Electronics,5,1583,5,7519.25,1339.65,Credit Card,Online,Kathleen Jackson
ORD00141,13-05-2024,Billy Armstrong,Green Bay,East,Mouse,Accessories,7,445,10,2803.5,656.95,Credit Card,Retail Store,Joshua Cook
ORD00142,06-09-2025,Joseph Ayala,Memphis,North,Tablet,Electronics,7,260,10,1638,494.83,Cash,Online,Anna Soto
ORD00143,24-12-2024,Dr. Kim Curtis DDS,Albuquerque,East,Keyboard,Accessories,8,968,0,7744,1848.16,Credit Card,Retail Store,Alexander Allen
ORD00144,28-09-2025,Tammie Rogers,Sioux Falls,North,Smartwatch,Wearables,4,1807,20,5782.4,698.28,Cash,Retail Store,Christopher Carter
ORD00145,13-12-2024,John Henderson,Reno,South,Laptop,Electronics,3,1169,10,3156.3,919.68,Debit Card,Retail Store,Jacqueline Sanford
ORD00146,27-06-2025,John White,Fargo,West,Mouse,Accessories,3,175,0,525,208.02,Net Banking,Retail Store,Alexander Young
ORD00147,04-08-2025,Mrs. Sandra Perez,Chicago,North,Keyboard,Accessories,6,1326,10,7160.4,1598.7,Debit Card,Online,Mandy Rodriguez
ORD00148,29-03-2025,Maurice Wilkins,Detroit,West,Smartwatch,Wearables,1,384,10,345.6,70.85,Cash,Retail Store,Gina Campbell
ORD00149,26-04-2024,Elizabeth Schmidt,Savannah,North,Smartphone,Electronics,5,932,20,3728,762.85,UPI,Retail Store,David Bartlett
ORD00150,08-02-2025,Brenda Perez,Los Angeles,North,Camera,Electronics,5,236,5,1121,181.6,Credit Card,Online,William Aguilar
ORD00151,23-10-2024,James Bird,Birmingham,North,Printer,Office Equipment,4,612,10,2203.2,656,Net Banking,Retail Store,Natasha Rice
ORD00152,21-12-2025,Donna Nguyen,San Diego,East,Keyboard,Accessories,3,1607,20,3856.8,927.9,Credit Card,Retail Store,Linda Silva
ORD00153,20-03-2024,Amber Mitchell,Minneapolis,West,Laptop,Electronics,7,126,15,749.7,74.48,Cash,Retail Store,Johnny Wong
ORD00154,22-01-2024,Jill Tapia,Oklahoma City,South,Smartphone,Electronics,5,521,15,2214.25,152.25,Cash,Retail Store,Sara Joseph
ORD00155,06-09-2024,Anthony Santos,Milwaukee,West,Tablet,Electronics,2,1838,0,3676,1253.82,Cash,Online,Emily Cross
ORD00156,07-12-2024,Mary Reid,Charleston,North,Smartphone,Electronics,5,1440,5,6840,1477.6,Cash,Online,Angela Richards
ORD00157,25-12-2024,Nancy Carpenter,Cleveland,South,Camera,Electronics,9,844,10,6836.4,1277.28,Debit Card,Online,Mr. Steve Brown
ORD00158,08-09-2025,William Wells,Columbus,North,Keyboard,Accessories,5,858,5,4075.5,1552.05,Debit Card,Retail Store,Adrienne Parker
ORD00159,28-11-2025,Theresa Booth,San Francisco,East,Headphones,Accessories,10,2423,15,20595.5,1670.9,UPI,Online,Charlotte Smith
ORD00160,08-10-2025,Cynthia Walker,San Jose,East,Headphones,Accessories,2,1970,15,3349,883.72,Cash,Online,Melody Williams
ORD00161,17-04-2025,Manuel Mcconnell,Indianapolis,North,Tablet,Electronics,9,353,10,2859.3,753.03,UPI,Retail Store,Justin Curry
ORD00162,28-01-2025,Dr. Angela Neal MD,Tulsa,North,Mouse,Accessories,2,2483,20,3972.8,667.04,Net Banking,Online,Jacqueline Williams
ORD00163,03-06-2024,Laura Huynh,Sacramento,West,Tablet,Electronics,10,1998,20,15984,211.2,Credit Card,Retail Store,Brittany Peterson
ORD00164,10-09-2024,Michael Anderson,Cincinnati,West,Mouse,Accessories,9,756,0,6804,1858.14,Cash,Online,Brad Smith
ORD00165,22-02-2025,Samuel Lindsey,Seattle,North,Tablet,Electronics,6,1208,15,6160.8,771.06,UPI,Online,Tamara Jackson
ORD00166,17-10-2024,Carl Hughes,St. Louis,South,Tablet,Electronics,2,2335,15,3969.5,1106.8,UPI,Online,Charles Campos
ORD00167,02-11-2025,Jessica Glover,Louisville,West,Smartwatch,Wearables,3,1482,10,4001.4,779.73,Debit Card,Online,Heidi Thompson
ORD00168,10-05-2024,Steven Allen,Portland,North,Printer,Office Equipment,9,1592,10,12895.2,2614.41,Net Banking,Retail Store,Victoria Peterson
ORD00169,07-08-2024,Mr. Mark Buck,Las Vegas,West,Laptop,Electronics,6,1315,5,7495.5,2481.96,Debit Card,Online,Andrew Santana
ORD00170,13-04-2024,Samuel Gay,Little Rock,North,Keyboard,Accessories,3,366,10,988.2,244.95,UPI,Online,Audrey Brown
ORD00171,04-07-2024,Dawn Barnes,Baton Rouge,South,Smartwatch,Wearables,7,681,5,4528.65,916.02,Net Banking,Online,Terri House
ORD00172,17-09-2025,Michelle Moore,Madison,West,Smartphone,Electronics,6,1022,15,5212.2,1402.8,Debit Card,Online,Thomas Bullock
ORD00173,25-11-2025,Kyle Miller,Tulsa,West,Printer,Office Equipment,8,844,10,6076.8,764.48,Net Banking,Retail Store,Lynn Dickson
ORD00174,14-06-2024,Mary Wolf,New York,South,Smartphone,Electronics,9,2210,15,16906.5,1905.03,UPI,Online,David Shannon
ORD00175,29-12-2025,Pamela Murphy,Omaha,North,Headphones,Accessories,6,2321,0,13926,3321.72,UPI,Online,Bradley Ramirez
ORD00176,30-05-2024,Tracy Conway,Des Moines,North,Keyboard,Accessories,5,1890,20,7560,399.15,Debit Card,Retail Store,Lisa Tucker
ORD00177,09-02-2025,Renee Mckinney,Phoenix,South,Tablet,Electronics,1,1749,0,1749,567.55,Net Banking,Online,Daniel Horn
ORD00178,11-04-2024,Tiffany Ramos,Grand Rapids,East,Tablet,Electronics,4,165,10,594,92.52,Debit Card,Online,David Reeves
ORD00179,23-12-2025,Marc Ross,Tucson,North,Laptop,Electronics,5,1985,5,9428.75,2806,Credit Card,Online,Heather Mueller
ORD00180,15-09-2025,Shane Stevens,Boston,North,Printer,Office Equipment,4,662,20,2118.4,312.6,UPI,Online,Kimberly Wheeler
ORD00181,05-03-2025,Jason Mitchell,Baton Rouge,West,Printer,Office Equipment,2,245,5,465.5,117.72,Credit Card,Online,William Hunt
ORD00182,09-10-2025,Tammy Phillips,Toledo,South,Headphones,Accessories,10,2245,0,22450,7210,Debit Card,Retail Store,David Diaz
ORD00183,07-08-2025,Jason Lopez,Akron,North,Smartphone,Electronics,1,1495,5,1420.25,442.31,Cash,Retail Store,Cindy King
ORD00184,03-06-2025,Brian Wagner,Denver,West,Mouse,Accessories,9,2278,20,16401.6,2285.19,Net Banking,Online,Chelsea Vaughn
ORD00185,31-12-2024,Sharon Freeman,Philadelphia,East,Smartphone,Electronics,6,1088,0,6528,1650.72,Debit Card,Online,Maria Wilson DDS
ORD00186,26-12-2024,Dr. Timothy Nguyen DDS,Dayton,South,Smartwatch,Wearables,6,596,0,3576,1121.04,Net Banking,Retail Store,Matthew Ewing
ORD00187,07-02-2024,Victoria Brooks,Salt Lake City,North,Keyboard,Accessories,3,308,15,785.4,209.4,Debit Card,Online,Kaitlyn Gay
ORD00188,10-07-2025,Mr. Derrick Baker Jr.,Boise,North,Tablet,Electronics,5,2161,15,9184.25,1962.75,Debit Card,Retail Store,Natasha Roth
ORD00189,07-05-2024,Todd Dennis,Washington,West,Tablet,Electronics,1,1409,10,1268.1,211.58,Net Banking,Retail Store,Jeanette Henry
ORD00190,09-12-2025,Andrea Rodriguez,Green Bay,East,Smartphone,Electronics,6,815,15,4156.5,858.78,Credit Card,Retail Store,Alexandra Robinson
